ID	FREQUENCY	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon	COGIDS	CONCEPTS
12	1	h	Ø	Ø	h	l	l	h	Ø	670:0	manure
13	1	h	n	ɕ	n	n	pʰ	Ø	n	1175:0	tooth
14	1	h	h	h	h	l	l	n	l	788:0	path, road
15	1	h	Ø	h	Ø	p	b	b	Ø	348:0	eagle, buzzard
16	1	h	Ø	h	n	n	pʰ	Ø	Ø	734:0	neck
1	4	g	g	g	g	g	g	g	g	1:0, 326:0, 403:0, 1037:0	1sg / fence / pull / spider
2	2	g	w	g	w	w	-	j	j	215:0, 1043:0	chest / spirit, soul, shadow
3	2	g	dʑ	g	ɖʐ	dʑ	dʑ	g	g	269:0, 306:0	count / deep
4	2	g	kʰ	g	g	kʰ	kʰ	g	g	188:0, 689:0	buckwheat, sweet / millet, finger
5	1	g	g	g	g	dʑ	dʑ	ɟ	dʑ	364:0	eight
6	1	g	tɕʰ	g	dʑ	dʑ	dʑ	g	Ø	170:0	break
1	8	dʑ	dʑ	dʑ	dʑ	dʑ	dʑ	dʑ	dʑ	29:0, 85:0, 99:0, 280:0, 552:0, 1209:0, 1229:0, 1263:0	Monpa / ascend / cure (vi) / taro / this / tuber / wait / weed, grass / woman
2	2	dʑ	dʑ	dʑ	dʑ	dʑ	dʑ	ɟ	dʑ	441:0, 1266:0	forest / wool
3	2	dʑ	dʑ	dʑ	ɖʐ	dʑ	dʑ	dʑ	dʑ	542:0, 1064:0	horsefly / spear / stab
4	2	dʑ	tɕ	dʑ	dz	dʑ	tɕ	tɕ	tɕ	242:0, 979:0	clitoris / small
5	1	dʑ	j	dʑ	j	-	-	j	-	1021:0	soybean
6	1	dʑ	Ø	dʑ	tsʰ	tɕʰ	tɕʰ	tsʰ	Ø	579:0	jump
7	1	dʑ	z	z	z	z	z	z	z	1146:0	thorn
8	1	dʑ	tɕʰ	dʑ	tsʰ	tsʰ	tɕʰ	tsʰ	tɕʰ	1091:0	sugarcane
9	1	dʑ	dʑ	dʑ	dz	dʑ	dʑ	dʑ	dʑ	639:0	live, stay
10	1	dʑ	dʑ	Ø	dʑ	dʑ	dʑ	dz	dʑ	392:0	fast
11	1	dʑ	Ø	dʑ	ʐ	z	z	z	Ø	88:0	ask
12	1	dʑ	dʑ	Ø	dz	dʑ	Ø	dz	Ø	1162:0	tired (vi)
13	1	dʑ	j	g	j	j	j	j	Ø	358:0	egg
14	1	dʑ	g	dʑ	ɖʐ	g	g	g	g	1097:0	swallow
15	1	dʑ	dʑ	Ø	ɖʐ	dʑ	dʑ	ɟ	dʑ	481:0	good
1	25	d	d	d	d	d	d	d	d	19:0, 108:0, 135:0, 138:0, 179:0, 251:0, 322:0, 405:0, 411:0, 453:0, 477:0, 543:0, 593:0, 599:0, 657:0, 659:0, 819:0, 824:0, 965:0, 981:0, 1002:0, 1025:0, 1166:0, 1197:0, 1238:0	Jerigaon people / bastard / big / brother (elder) / daughter / fern, fiddlehead / frog / goitre / hornet / know / lap / macaque / machete / poison / present / scratch / sit / small / soft / smooth / son / sparrow / star / tasty / together with / trivet / vegetable, leafy / when
2	8	d	r	d	r	r	r	r	r	139:0, 195:0, 308:0, 475:0, 516:0, 553:0, 939:0, 1228:0	bind (v) / burn, roast (vt) / hearth, fireplace / human being / keep, remain / push / shoot / weave
3	1	d	t	d	tʰ	Ø	Ø	d	tʰ	298:0	day before yesterday
4	1	d	s	Ø	d	Ø	Ø	d	tʰ	292:0	day before two days
5	1	d	Ø	d	Ø	dʑ	dʑ	dʑ	dʑ	1215:0	walking stick
6	1	d	tʰ	d	tʰ	Ø	r	r	tʰ	259:0	cook
7	1	d	d	d	d	dʑ	dʑ	d	Ø	1282:0	yesterday
8	1	d	r	d	r	r	r	r	t	730:0	navel
1	32	b	b	b	b	b	b	b	b	117:0, 129:0, 172:0, 177:0, 204:0, 260:0, 261:0, 279:0, 332:0, 337:0, 415:0, 416:0, 417:0, 456:0, 462:0, 501:0, 515:0, 605:0, 729:0, 740:0, 750:0, 753:0, 766:0, 801:0, 808:0, 820:0, 833:0, 894:0, 1006:0, 1111:0, 1208:0, 1285:0	2pl.excl / breath / brother (elder) / carry / cat / copula, existential / copula, negative / curcuma sp. / down / dream (n) / eye / fire / fire prefix / frost / full / hearth, fireplace / leaf litter / left (side) / lightning / moon, month / navel / negative prefix / nominaliser / noon / other / pheasant, tragopan / pine kindle / porcupine / pumpkin / ripe / round, small object / smoke / song / spicy, pungent / stump (tree) / tasty / waist
2	5	b	w	b	w	w	w	w	w	532:0, 671:0, 707:0, 778:0, 802:0	hornbill / manure / mountain peak / pangolin / pig
3	3	b	dʑ	b	dʑ	dʑ	dʑ	dʑ	dʑ	554:0, 765:0, 1129:0	human being / other / reflexive marker / thief
4	2	b	pʰ	p	p	pʰ	pʰ	pʰ	pʰ	852:0, 1040:0	rainbow / spider
5	2	b	pʰ	b	b	pʰ	p	b	b	302:0, 432:0	deaf / fly (n)
6	1	b	pʰ	Ø	pʰ	pʰ	pʰ	pʰ	b	265:0	cotton
7	1	b	dʑ	b	dz	dʑ	dʑ	dʑ	dʑ	15:0	Indo-Aryan person / Puroik / human being prefix
8	1	b	Ø	m	b	Ø	b	Ø	Ø	51:0	Thembang people
9	1	b	Ø	b	Ø	b	p	Ø	Ø	413:0	finger
10	1	b	dʑ	b	dz	dʑ	dʑ	z	z	726:0	name
11	1	b	m	b	b	m	m	m	m	136:0	belt / fruit / sister, younger
12	1	b	m	b	m	m	pʰ	m	b	363:0	eggplant
13	1	b	dʑ	b	dz	dʑ	dʑ	dz	dz	973:0	sleep
1	1	-	j	-	j	j	j	j	Ø	841:0	quarrel (v)
