# Wordlist

# DATA
ID	DOCULECT	CONCEPT	VALUE	FORM	VARIANTS	NOTE
461	Khoitam	bone	sə-kik ~ s-kik	sə-kik 	 s-kik	Variants
462	Rahung	bone	s-kik	s-kik		
463	Rupa	bone	s-kik	s-kik		
464	Shergaon	bone	s-kit	s-kit		
#
465	Khispi	borrow1	luj	luj		
466	Duhumbi	borrow1	lɔj	lɔj		
469	Khoitam	borrow1	lɛːʰ	lɛːʰ		
471	Rupa	borrow1	laː	laː		
#
473	Khispi	borrow2	kʰi	kʰi		
474	Duhumbi	borrow2	kʰi	kʰi		
475	Khoina	borrow2	ʨʰiː	ʨʰiː		
476	Jerigaon	borrow2	ʨʰiː	ʨʰiː		
477	Khoitam	borrow2	ʨʰiː	ʨʰiː		
479	Rupa	borrow2	kʰiː ~ ʨʰiː	kʰiː 	 ʨʰiː	Variants
480	Shergaon	borrow2	kʰiː	kʰiː		
#
481	Khispi	bow	li	li		
482	Duhumbi	bow	li	li		
483	Khoina	bow	li	li		
484	Jerigaon	bow	li	li		
485	Khoitam	bow	ri	ri		
486	Rahung	bow	ri	ri		
487	Rupa	bow	li	li		
488	Shergaon	bow	li	li		
#
489	Khispi	brain	ɕa-ɲu	ɕa-ɲu		
490	Duhumbi	brain	ɕa-ɲu	ɕa-ɲu		
491	Khoina	brain	(mə-tʰɛ̃n) sə-nyː	sə-nyː		
492	Jerigaon	brain	(kʰruk) a-nyː	a-nyː		
493	Khoitam	brain	(kʰruk) a-nyː	a-nyː		
494	Rahung	brain	(kʰruk) a-nyː	a-nyː		
495	Rupa	brain	a-ɲyː	a-ɲyː		
496	Shergaon	brain	a-ɲiː	a-ɲiː		
#
499	Khoina	branch	a-pʰaŋ	a-pʰaŋ		
500	Jerigaon	branch	a-pʰaŋ	a-pʰaŋ		
501	Khoitam	branch	a-pʰaŋ	a-pʰaŋ		
502	Rahung	branch	a-pʰaŋ	a-pʰaŋ		
503	Rupa	branch	a-pʰaŋ	a-pʰaŋ		
504	Shergaon	branch	a-pʰaŋ	a-pʰaŋ		
#
505	Khispi	break	gɛt	gɛt		
506	Duhumbi	break	gɛt	gɛt		
507	Khoina	break	ʥɛ̰ʔ	ʥɛ̰ʔ		
508	Jerigaon	break	ʨʰɛ̰ʔ	ʨʰɛ̰ʔ		
509	Khoitam	break	ʥɛ̰ʔ ~ ʨʰɛ̰ʔ	ʥɛ̰ʔ 	 ʨʰɛ̰ʔ	Variants
510	Rahung	break	ʥɛ̰ʔ	ʥɛ̰ʔ		
511	Rupa	break	gat	gat		
#
513	Khispi	breast, milk	ɲiŋ ~ ɲuŋ	ɲiŋ 	 ɲuŋ	Variants
514	Duhumbi	breast, milk	ɲiŋ ~ ɲuŋ	ɲiŋ 	 ɲuŋ	Variants
515	Khoina	breast, milk	nyŋ	nyŋ		
516	Jerigaon	breast, milk	nyŋ	nyŋ		
517	Khoitam	breast, milk	nyŋ	nyŋ		
518	Rahung	breast, milk	nyŋ	nyŋ		
519	Rupa	breast, milk	ɲyŋ	ɲyŋ		
520	Shergaon	breast, milk	ɲuŋ	ɲuŋ		
#
521	Khispi	breath	buk	buk		
522	Duhumbi	breath	buk	buk		
523	Khoina	breath	byk	byk		
524	Jerigaon	breath	byk	byk		
525	Khoitam	breath	byk	byk		
526	Rahung	breath	byk	byk		
527	Rupa	breath	byk	byk		
528	Shergaon	breath	buk	buk		
#
529	Khispi	bridge	tʰɔn	tʰɔn		
530	Duhumbi	bridge	tʰɔn	tʰɔn		
531	Khoina	bridge	tʰøː	tʰøː		
532	Jerigaon	bridge	tʰøː	tʰøː		
533	Khoitam	bridge	tʰĩː	tʰĩː		
534	Rahung	bridge	tʰyː	tʰyː		
535	Rupa	bridge	tʰøː	tʰøː		
536	Shergaon	bridge	toː(-zam)	toː		
#
538	Duhumbi	bridge, hanging	ɕam	ɕam		
539	Khoina	bridge, hanging	sɔ̃ː	sɔ̃ː		
541	Khoitam	bridge, hanging	sũː(ŋ)	sũː		
543	Rupa	bridge, hanging	sũː	sũː		
#
545	Khispi	bring	tʰun	tʰun		
547	Khoina	bring	ʨʰuː	ʨʰuː		
548	Jerigaon	bring	ʨʰuː	ʨʰuː		
549	Khoitam	bring	ʨʰuː	ʨʰuː		
550	Rahung	bring	ʨʰuː	ʨʰuː		
551	Rupa	bring	ʨʰu	ʨʰu		
#
553	Khispi	brother (elder)	a-da	a-da		
554	Duhumbi	brother (elder)	a-daˀ	a-daˀ		
555	Khoina	brother (elder)	a-ja	a-ja		
556	Jerigaon	brother (elder)	a-jɛˀ	a-jɛˀ		
557	Khoitam	brother (elder)	gə-bɛˀ ~ a-bɛˀ	gə-bɛˀ 	 a-bɛˀ	Variants
558	Rahung	brother (elder)	a-bɛˀ	a-bɛˀ		
559	Rupa	brother (elder)	a-bu	a-bu		
560	Shergaon	brother (elder)	a-bu	a-bu		
#
569	Khispi	brother, younger	ɔ-nɔw	ɔ-nɔw		
570	Duhumbi	brother, younger	ɔ-nɔw	ɔ-nɔw		
572	Jerigaon	brother, younger	a-nuː	a-nuː		
573	Khoitam	brother, younger	a-nuː	a-nuː		
574	Rahung	brother, younger	a-nuː	a-nuː		
575	Rupa	brother, younger	a-nuː	a-nuː		
576	Shergaon	brother, younger	a-nuː	a-nuː		
#
561	Khispi	brother-in-law	a-lej ~ a-li	a-lej 	 a-li	Variants
562	Duhumbi	brother-in-law	a-lɛj	a-lɛj		
563	Khoina	brother-in-law	a-raː	a-raː		
564	Jerigaon	brother-in-law	a-rɛː	a-rɛː		
565	Khoitam	brother-in-law	a-rɛː	a-rɛː		
566	Rahung	brother-in-law	a-rɛː	a-rɛː		
567	Rupa	brother-in-law	a-raː	a-raː		
568	Shergaon	brother-in-law	a-raː	a-raː		
#
577	Khispi	buckwheat, bitter	jɛs-ma	jɛs-ma		
578	Duhumbi	buckwheat, bitter	ʑa-ma ~ bra-ma	ʑa-ma 	 bra-ma	Variants
579	Khoina	buckwheat, bitter	dza-m	dza-m		
580	Jerigaon	buckwheat, bitter	ʥə-muː	ʥə-muː		
581	Khoitam	buckwheat, bitter	ʥu-m	ʥu-m		
582	Rahung	buckwheat, bitter	ʥə-muː	ʥə-muː		
583	Rupa	buckwheat, bitter	dzə-muː	dzə-muː		
584	Shergaon	buckwheat, bitter	ʥə-muː	ʥə-muː		
#
585	Khispi	buckwheat, sweet	gun-ʦun	gun-ʦun		
586	Duhumbi	buckwheat, sweet	gun-ʦun	gun-ʦun		
587	Khoina	buckwheat, sweet	ʣam gə-ʦiŋ	ʣam gə-ʦiŋ		
588	Jerigaon	buckwheat, sweet	kʰ-ʨiŋ	kʰ-ʨiŋ		
589	Khoitam	buckwheat, sweet	kʰiŋ-ʨiŋ	kʰiŋ-ʨiŋ		
590	Rahung	buckwheat, sweet	kʰan-ʨiŋ	kʰan-ʨiŋ		
591	Rupa	buckwheat, sweet	gə-ʦin	gə-ʦin		
592	Shergaon	buckwheat, sweet	gə-ʨin	gə-ʨin		
#
595	Khoina	buffalo	ʂə-dʐeː	ʂə-dʐeː		
596	Jerigaon	buffalo	sə-ʥeː	sə-ʥeː		
597	Khoitam	buffalo	ʥə-zeː ~ zə-zeː	ʥə-zeː 	 zə-zeː	Variants
598	Rahung	buffalo	zeː	zeː		
599	Rupa	buffalo	zə-gyː(ŋ) ~ zə-geː	zə-gyː 	 zə-geː	Variants
600	Shergaon	buffalo	zə-geː	zə-geː		
#
609	Khispi	burn (vi)	haj	haj		
610	Duhumbi	burn (vi)	haj	haj		
611	Khoina	burn (vi)	ha	ha		
612	Jerigaon	burn (vi)	hɛ	hɛ		
613	Khoitam	burn (vi)	hɛ	hɛ		
614	Rahung	burn (vi)	hɛ	hɛ		
615	Rupa	burn (vi)	ha	ha		
616	Shergaon	burn (vi)	ha	ha		
#
617	Khispi	burn, roast (vt)	di	di		
618	Duhumbi	burn, roast (vt)	di	di		
619	Khoina	burn, roast (vt)	riː	riː		
621	Khoitam	burn, roast (vt)	riː	riː		
623	Rupa	burn, roast (vt)	riː	riː		
#
625	Khispi	butter	mal	mal		
626	Duhumbi	butter	mar	mar		
627	Khoina	butter	mãː	mãː		
628	Jerigaon	butter	mãː	mãː		
629	Khoitam	butter	mɔ̃ː	mɔ̃ː		
630	Rahung	butter	mɔ̃ː	mɔ̃ː		
631	Rupa	butter	mɔ̃ː	mɔ̃ː		
632	Shergaon	butter	mɔ̃ː	mɔ̃ː		
#
634	Duhumbi	butterfly	(pɛm-)pi-liŋ	pi-liŋ		
635	Khoina	butterfly	ʦʰam-pʰlɔ̃ː	ʦʰam-pʰlɔ̃ː		
636	Jerigaon	butterfly	ʨʰam-blɔ̃ː ~ ʨʰam-pʰlɔ̃ː	ʨʰam-blɔ̃ː 	 ʨʰam-pʰlɔ̃ː	Variants
637	Khoitam	butterfly	ʨʰam-pʰlɔː	ʨʰam-pʰlɔː		
638	Rahung	butterfly	ʨʰam-pʰɔr	ʨʰam-pʰɔr		
639	Rupa	butterfly	ʦam-pyŋ ~ ʨam-pyŋ ~ ʨam-pliŋ	ʦam-pyŋ 	 ʨam-pyŋ  ʨam-pliŋ	Variants
640	Shergaon	butterfly	ʨʰam-pliŋ	ʨʰam-pliŋ		
#
641	Khispi	buy	ɕej	ɕej		
642	Duhumbi	buy	ɕɛj	ɕɛj		
643	Khoina	buy	ʦʰaː	ʦʰaː		
644	Jerigaon	buy	ʨʰɛː ~ ʨʰaː	ʨʰɛː 	 ʨʰaː	Variants
645	Khoitam	buy	ʨʰɛː	ʨʰɛː		
646	Rahung	buy	ʨʰɛː	ʨʰɛː		
647	Rupa	buy	ʨʰaː ~ ʦʰaː	ʨʰaː 	 ʦʰaː	Variants
648	Shergaon	buy	ʨʰaː	ʨʰaː		
#
649	Khispi	call for	kʰal	kʰal		
650	Duhumbi	call for	kʰaɹ	kʰaɹ		
651	Khoina	call for	kʰɛ(n)	kʰɛ		
652	Jerigaon	call for	kʰɛ(n)	kʰɛ		
653	Khoitam	call for	kʰan	kʰan		
654	Rahung	call for	kʰan ~ kʰɛ(n)	kʰan 	 kʰɛ	Variants
655	Rupa	call for	kʰan	kʰan		
656	Shergaon	call for	kʰan	kʰan		
#
657	Khispi	cane	kʰi	kʰi		
658	Duhumbi	cane	kʰi	kʰi		
659	Khoina	cane	ʨʰi	ʨʰi		
660	Jerigaon	cane	ʨʰi	ʨʰi		
661	Khoitam	cane	ʨʰi	ʨʰi		
662	Rahung	cane	ʨʰi	ʨʰi		
663	Rupa	cane	kʰi	kʰi		
664	Shergaon	cane	kʰi	kʰi		
#
665	Khispi	cap, hat	kʰɔ-tʰuŋ ~ kʰɔ-tʰɔŋ	kʰɔ-tʰuŋ 	 kʰɔ-tʰɔŋ	Variants
666	Duhumbi	cap, hat	kʰɔ-tʰɔŋ	kʰɔ-tʰɔŋ		
667	Khoina	cap, hat	gə-tʰuŋ	gə-tʰuŋ		
668	Jerigaon	cap, hat	kʰ-tʰuŋ	kʰ-tʰuŋ		
669	Khoitam	cap, hat	kʰ-tʰuŋ	kʰ-tʰuŋ		
670	Rahung	cap, hat	kʰan-tʰuŋ	kʰan-tʰuŋ		
671	Rupa	cap, hat	gə-tʰuŋ	gə-tʰuŋ		
672	Shergaon	cap, hat	kʰ-tʰuŋ	kʰ-tʰuŋ		
#
673	Khispi	carry	bu	bu		
674	Duhumbi	carry	bu	bu		
675	Khoina	carry	byː	byː		
676	Jerigaon	carry	byː	byː		
677	Khoitam	carry	byː	byː		
678	Rahung	carry	byː	byː		
679	Rupa	carry	byː	byː		
680	Shergaon	carry	biː	biː		
#
681	Khispi	cat	ɲaŋ-bu	ɲaŋ-bu		
682	Duhumbi	cat	ɲaŋ-bu	ɲaŋ-bu		
683	Khoina	cat	nam-byː	nam-byː		
684	Jerigaon	cat	nam-byː	nam-byː		
685	Khoitam	cat	nam-byː	nam-byː		
686	Rahung	cat	nam-byː	nam-byː		
687	Rupa	cat	ɲam-byː	ɲam-byː		
688	Shergaon	cat	ɲam-biː	ɲam-biː		
#
689	Khispi	cattle, cow	ɕa	ɕa		
690	Duhumbi	cattle, cow	ɕa	ɕa		
691	Khoina	cattle, cow	ʂuː	ʂuː		
692	Jerigaon	cattle, cow	huː	huː		
693	Khoitam	cattle, cow	huː	huː		
694	Rahung	cattle, cow	huː	huː		
695	Rupa	cattle, cow	s-puː	s-puː		
696	Shergaon	cattle, cow	s-puː	s-puː		
#
697	Khispi	cave	kʰip	kʰip		
698	Duhumbi	cave	kʰip	kʰip		
699	Khoina	cave	tʂʰeˀ	tʂʰeˀ		
700	Jerigaon	cave	ʨʰeˀ	ʨʰeˀ		
701	Khoitam	cave	ʨʰeˀ	ʨʰeˀ		
702	Rahung	cave	ʨʰeˀ	ʨʰeˀ		
703	Rupa	cave	kʰeˀ	kʰeˀ		
704	Shergaon	cave	kʰeː	kʰeː		
#
705	Khispi	charcoal	bɛŋ-kʰan	bɛŋ-kʰan		
707	Khoina	charcoal	bə-kʰɐ̃ː	bə-kʰɐ̃ː		
708	Jerigaon	charcoal	ba-kʰə-muː  ~ ba-møː	ba-kʰə-muː  	 ba-møː	Variants
709	Khoitam	charcoal	ba-kʰɔ̃ː	ba-kʰɔ̃ː		
710	Rahung	charcoal	mə-kʰɔ̃ː	mə-kʰɔ̃ː		
711	Rupa	charcoal	ba-kʰɔ̃ː	ba-kʰɔ̃ː		
712	Shergaon	charcoal	ba-kʰɔ̃ː	ba-kʰɔ̃ː		
#
714	Duhumbi	chest	mɔw	mɔw		
715	Khoina	chest	ma-wɔ	ma-wɔ		
717	Khoitam	chest	mu-wɔ	mu-wɔ		
718	Rahung	chest	mow  ~ mo	mow  	 mo	Variants
719	Rupa	chest	mə-jaw ~ mwo	mə-jaw 	 mwo	Variants
#
721	Khispi	chew	ka	ka		
722	Duhumbi	chew	ka	ka		
723	Khoina	chew	kaˀ	kaˀ		
724	Jerigaon	chew	kaˀ	kaˀ		
725	Khoitam	chew	ka	ka		
726	Rahung	chew	ka	ka		
727	Rupa	chew	ku ~ kuː	ku 	 kuː	Variants
#
729	Khispi	chicken	hwa-kʰi	hwa-kʰi		
730	Duhumbi	chicken	hɔː-ki ~ hu-ki	hɔː-ki 	 hu-ki	Variants
731	Khoina	chicken	bə-ʨʰaː	bə-ʨʰaː		
732	Jerigaon	chicken	pʰ-ʨʰɛː	pʰ-ʨʰɛː		
733	Khoitam	chicken	Pʰ-ʨʰɛː	Pʰ-ʨʰɛː		
734	Rahung	chicken	pʰ-ʨʰɛː	pʰ-ʨʰɛː		
735	Rupa	chicken	bə-cʰaː ~ bə-ʨʰaː	bə-cʰaː 	 bə-ʨʰaː	Variants
736	Shergaon	chicken	pʰ-ʨʰaː	pʰ-ʨʰaː		
#
738	Duhumbi	child	a-nu	a-nu		
739	Khoina	child	a-nyː	a-nyː		
740	Jerigaon	child	a-nyː	a-nyː		
741	Khoitam	child	a-nyː	a-nyː		
742	Rahung	child	a-nyː	a-nyː		
743	Rupa	child	nə-nyː	nə-nyː		
744	Shergaon	child	nə-nu	nə-nu		
#
745	Khispi	chili	maŋ	maŋ		
746	Duhumbi	chili	maŋ	maŋ		
747	Khoina	chili	mɔ̃ː	mɔ̃ː		
748	Jerigaon	chili	mɔ̃ː	mɔ̃ː		
749	Khoitam	chili	mũː	mũː		
750	Rahung	chili	mɔŋ	mɔŋ		
751	Rupa	chili	mɔŋ	mɔŋ		
752	Shergaon	chili	mɔŋ	mɔŋ		
#
753	Khispi	chin	hin-kul ~ hin-kuɹ	hin-kul 	 hin-kuɹ	Variants
755	Khoina	chin	ny-ju-kʰuː	ny-ju-kʰuː		
756	Jerigaon	chin	ny-jɔ-kʰuː	ny-jɔ-kʰuː		
757	Khoitam	chin	nə-wu	nə-wu		
758	Rahung	chin	ma-wu	ma-wu		
#
763	Khoina	civet or spotted wild cat	saŋ-gə-du	saŋ-gə-du		
764	Jerigaon	civet or spotted wild cat	saŋ-gə-du	saŋ-gə-du		
765	Khoitam	civet or spotted wild cat	ʦiŋ-gə-duˀ	ʦiŋ-gə-duˀ		
766	Rahung	civet or spotted wild cat	saŋ-du	saŋ-du		
767	Rupa	civet or spotted wild cat	saŋ-gə-tu	saŋ-gə-tu		
768	Shergaon	civet or spotted wild cat	saŋ-kə-tu	saŋ-kə-tu		
#
771	Khoina	civet, palm	s-nøn	s-nøn		
773	Khoitam	civet, palm	su-nɔm	su-nɔm		
776	Shergaon	civet, palm	sə-ɲɔm	sə-ɲɔm		
#
777	Khispi	clean	u-ʦaŋ	u-ʦaŋ		
778	Duhumbi	clean	u-ʦaŋ	u-ʦaŋ		
779	Khoina	clean	a-san	a-san		
782	Rahung	clean	a-sam	a-sam		
783	Rupa	clean	a-sam	a-sam		
#
785	Khispi	cliff, ravine	ɕap ~ ɕak	ɕap 	 ɕak	Variants
786	Duhumbi	cliff, ravine	ɕak	ɕak		
787	Khoina	cliff, ravine	ʦʰɐk	ʦʰɐk		
788	Jerigaon	cliff, ravine	ʨʰak	ʨʰak		
789	Khoitam	cliff, ravine	ʨʰak	ʨʰak		
790	Rahung	cliff, ravine	ʨʰak	ʨʰak		
791	Rupa	cliff, ravine	ʦʰak ~ ʨʰak	ʦʰak 	 ʨʰak	Variants
792	Shergaon	cliff, ravine	ʨʰak	ʨʰak		
#
795	Khoina	clitoris	da-pɛː	da-pɛː		
797	Khoitam	clitoris	peː	peː		
798	Rahung	clitoris	peː	peː		
799	Rupa	clitoris	ʨɔp-beː ~ ʨɔ-peː	ʨɔp-beː 	 ʨɔ-peː	Variants
800	Shergaon	clitoris	ʨɔp-beː	ʨɔp-beː		
#
801	Khispi	clothing	wat	wat		
802	Duhumbi	clothing	wat	wat		
803	Khoina	clothing	jɐ	jɐ		
804	Jerigaon	clothing	jɐˀ	jɐˀ		
805	Khoitam	clothing	jɔˀ	jɔˀ		
806	Rahung	clothing	jɔˀ	jɔˀ		
807	Rupa	clothing	jɔˀ	jɔˀ		
808	Shergaon	clothing	jɔ	jɔ		
#
809	Khispi	cloud, mist, fog	tɔŋ-ti ~ tɔŋ-tej	tɔŋ-ti 	 tɔŋ-tej	Variants
811	Khoina	cloud, mist, fog	ʂ-tyː	ʂ-tyː		
812	Jerigaon	cloud, mist, fog	s-tyː	s-tyː		
813	Khoitam	cloud, mist, fog	syŋ-tyː	syŋ-tyː		
814	Rahung	cloud, mist, fog	syn-tyː	syn-tyː		
815	Rupa	cloud, mist, fog	ʦə-tyː ~ s-tyː	ʦə-tyː 	 s-tyː	Variants
816	Shergaon	cloud, mist, fog	sin-tiː ~ sin-tyː	sin-tiː 	 sin-tyː	Variants
#
817	Khispi	cockroach	ʨʰik-duŋ	ʨʰik-duŋ		
821	Khoitam	cockroach	(pʰyː) ʨʰu-luŋ	ʨʰu-luŋ		
822	Rahung	cockroach	(ba-)ʨʰu-ɹuŋ	ʨʰu-ɹuŋ		
823	Rupa	cockroach	(bə-)ʨʰu-luŋ	ʨʰu-luŋ		
824	Shergaon	cockroach	(bu-)ʨʰu-luŋ	ʨʰu-luŋ		
#
825	Khispi	cold	ɔ-ʦɛn	ɔ-ʦɛn		
826	Duhumbi	cold	ɔ-ʦɛn	ɔ-ʦɛn		
827	Khoina	cold	a-ʦɛn	a-ʦɛn		
828	Jerigaon	cold	a-ʨɛn	a-ʨɛn		
829	Khoitam	cold	a-ʨan	a-ʨan		
830	Rahung	cold	a-ʨɛn	a-ʨɛn		
831	Rupa	cold	a-ʨʰan	a-ʨʰan		
#
833	Khispi	cold (vi)	lam	lam		
834	Duhumbi	cold (vi)	lam	lam		
835	Khoina	cold (vi)	ran	ran		
836	Jerigaon	cold (vi)	ran	ran		
837	Khoitam	cold (vi)	ram	ram		
838	Rahung	cold (vi)	ram	ram		
839	Rupa	cold (vi)	rɛŋ	rɛŋ		
#
841	Khispi	comb	tas	tas		
842	Duhumbi	comb	tas	tas		
843	Khoina	comb	nɐ̃	nɐ̃		
844	Jerigaon	comb	nɐ̃	nɐ̃		
845	Khoitam	comb	nɔ̃	nɔ̃		
846	Rahung	comb	nɔ̃	nɔ̃		
847	Rupa	comb	nɔ̃	nɔ̃		
848	Shergaon	comb	nɔ̃	nɔ̃		
#
849	Khispi	come	un	un		
850	Duhumbi	come	lɔn	lɔn		
851	Khoina	come	u	u		
852	Jerigaon	come	u	u		
853	Khoitam	come	un	un		
854	Rahung	come	un	un		
#
857	Khispi	comparative degree	-ɕɔk	-ɕɔk		
858	Duhumbi	comparative degree	-ɕɔk	-ɕɔk		
860	Jerigaon	comparative degree	-sɔk	-sɔk		
861	Khoitam	comparative degree	-sɔk	-sɔk		
862	Rahung	comparative degree	-sɔk	-sɔk		
#
865	Khispi	cook1	dɔŋ	dɔŋ		
866	Duhumbi	cook1	dɔŋ	dɔŋ		
870	Rahung	cook1	ruŋ	ruŋ		
871	Rupa	cook1	ruŋ	ruŋ		
#
875	Khoina	cook2	tʰyŋ	tʰyŋ		
876	Jerigaon	cook2	tʰyŋ	tʰyŋ		
879	Rupa	cook2	tʰuŋ	tʰuŋ		
880	Shergaon	cook2	tʰuŋ	tʰuŋ		
#
881	Khispi	copula, existential	be	be		
882	Duhumbi	copula, existential	beˀ	beˀ		
883	Khoina	copula, existential	bɛˀ	bɛˀ		
884	Jerigaon	copula, existential	bɛˀ	bɛˀ		
885	Khoitam	copula, existential	bɛˀ	bɛˀ		
886	Rahung	copula, existential	bɛˀ	bɛˀ		
887	Rupa	copula, existential	ba	ba		
888	Shergaon	copula, existential	ba	ba		
#
889	Khispi	copula, negative	ba-ju	ba-ju		
890	Duhumbi	copula, negative	bɔ-ju	bɔ-ju		
891	Khoina	copula, negative	by-yː	by-yː		
892	Jerigaon	copula, negative	by-yː	by-yː		
893	Khoitam	copula, negative	by-yː	by-yː		
895	Rupa	copula, negative	by-yː ~ bi-iː	by-yː 	 bi-iː	Variants
896	Shergaon	copula, negative	bi-iː	bi-iː		
#
897	Khispi	corpse	lu ~ lɔː	lu 	 lɔː	Variants
898	Duhumbi	corpse	rɔː	rɔː		
899	Khoina	corpse	(i-i-)rɔː	rɔː		
900	Jerigaon	corpse	rɔː	rɔː		
901	Khoitam	corpse	rɔː	rɔː		
902	Rahung	corpse	roː	roː		
903	Rupa	corpse	raw	raw		
904	Shergaon	corpse	raw	raw		
#
906	Duhumbi	cotton	kam-bɛj bu	kam-bɛj bu		
907	Khoina	cotton	xɐm-pʰɐ	xɐm-pʰɐ		
908	Jerigaon	cotton	hɐm-pʰɐ	hɐm-pʰɐ		
909	Khoitam	cotton	ham-pʰlɔ	ham-pʰlɔ		
910	Rahung	cotton	haŋ-pʰ-gɔ ~ haŋ-kʰu-bɔ̃	haŋ-pʰ-gɔ 	 haŋ-kʰu-bɔ̃	Variants
911	Rupa	cotton	hɐŋ-pʰwɔ ~ kam-bɛj	hɐŋ-pʰwɔ 	 kam-bɛj	Variants
912	Shergaon	cotton	kam-ba	kam-ba		
#
913	Khispi	cough (vi)	ʦʰu	ʦʰu		
914	Duhumbi	cough (vi)	ʦʰu	ʦʰu		
915	Khoina	cough (vi)	ʦʰyː	ʦʰyː		
917	Khoitam	cough (vi)	ʨʰyː	ʨʰyː		
918	Rahung	cough (vi)	ʨʰyː	ʨʰyː		
919	Rupa	cough (vi)	ʨʰyː	ʨʰyː		
#
921	Khispi	count	gaŋ	gaŋ		
922	Duhumbi	count	graŋ	graŋ		
923	Khoina	count	dʐajk	dʐajk		
924	Jerigaon	count	ʥɛk	ʥɛk		
925	Khoitam	count	ʥɛk	ʥɛk		
926	Rahung	count	ʥɛk	ʥɛk		
927	Rupa	count	gɛk	gɛk		
928	Shergaon	count	gɛk	gɛk		
#
930	Duhumbi	cover (v)	tʰjɛŋ	tʰjɛŋ		
935	Rupa	cover (v)	tʰɛŋ	tʰɛŋ		
#
937	Khispi	creeper, vine	(mɛn-)tʰak	tʰak		
938	Duhumbi	creeper, vine	(mɛn-)tʰak	tʰak		
939	Khoina	creeper, vine	tʰɐk-kʰyː	tʰɐk-kʰyː		
940	Jerigaon	creeper, vine	tʰak-kʰyː	tʰak-kʰyː		
941	Khoitam	creeper, vine	tʰak-kʰyː	tʰak-kʰyː		
942	Rahung	creeper, vine	tʰak-kʰyː	tʰak-kʰyː		
944	Shergaon	creeper, vine	tʰak-kʰiː	tʰak-kʰiː		
#
945	Khispi	crow	haŋ-ŋa	haŋ-ŋa		
947	Khoina	crow	fɔ-ɔ̃ː	fɔ-ɔ̃ː		
948	Jerigaon	crow	hɔ-ɔ̃ː	hɔ-ɔ̃ː		
949	Khoitam	crow	hu-ɔ̃ː	hu-ɔ̃ː		
950	Rahung	crow	hɔ-ɔ̃ː	hɔ-ɔ̃ː		
951	Rupa	crow	bə-hɔk	bə-hɔk		
#
953	Khispi	cry	kʰip	kʰip		
954	Duhumbi	cry	kʰip	kʰip		
955	Khoina	cry	tʂʰeˀ	tʂʰeˀ		
956	Jerigaon	cry	ʨʰeˀ	ʨʰeˀ		
957	Khoitam	cry	ʨʰeˀ	ʨʰeˀ		
958	Rahung	cry	ʨʰeˀ	ʨʰeˀ		
959	Rupa	cry	kʰeˀ	kʰeˀ		
960	Shergaon	cry	kʰeː	kʰeː		
#
961	Khispi	cucumber	mɛm-bɔŋ	mɛm-bɔŋ		
962	Duhumbi	cucumber	mɛm-pʰɔŋ	mɛm-pʰɔŋ		
963	Khoina	cucumber	ma-buŋ	ma-buŋ		
964	Jerigaon	cucumber	ma-buŋ	ma-buŋ		
965	Khoitam	cucumber	ma-buŋ	ma-buŋ		
966	Rahung	cucumber	ma-buŋ	ma-buŋ		
967	Rupa	cucumber	mə-/bə-buŋ	mə-/bə-buŋ		
968	Shergaon	cucumber	mə-buŋ	mə-buŋ		
#
970	Duhumbi	curcuma sp.	bɔs	bɔs		
971	Khoina	curcuma sp.	bøˀ	bøˀ		
973	Khoitam	curcuma sp.	beˀ	beˀ		
974	Rahung	curcuma sp.	bøˀ	bøˀ		
#
977	Khispi	cure (vi)	ʥamp	ʥamp		
978	Duhumbi	cure (vi)	ʥamp	ʥamp		
979	Khoina	cure (vi)	ʥa	ʥa		
981	Khoitam	cure (vi)	ʥap	ʥap		
982	Rahung	cure (vi)	ʥap	ʥap		
#
986	Duhumbi	cut	ʨʰat	ʨʰat		
987	Khoina	cut	ʦat	ʦat		
988	Jerigaon	cut	ʨɛk	ʨɛk		
989	Khoitam	cut	ʨɛk	ʨɛk		
990	Rahung	cut	ʨɛk	ʨɛk		
991	Rupa	cut	ʦɛk ~ ʨɛk	ʦɛk 	 ʨɛk	Variants
992	Shergaon	cut	ʨɛk	ʨɛk		
#
995	Khoina	dance	ʂuː	ʂuː		
996	Jerigaon	dance	suː	suː		
997	Khoitam	dance	suː	suː		
998	Rahung	dance	suː	suː		
999	Rupa	dance	suː	suː		
1000	Shergaon	dance	suː	suː		
#
1001	Khispi	daughter	da-mu	da-mu		
1002	Duhumbi	daughter	da-mu	da-mu		
1003	Khoina	daughter	(a-) də-myː	də-myː		
1004	Jerigaon	daughter	də-myː	də-myː		
1005	Khoitam	daughter	də-myː	də-myː		
1006	Rahung	daughter	də-myː	də-myː		
1007	Rupa	daughter	də-myː	də-myː		
1008	Shergaon	daughter	di-miː	di-miː		
#
1009	Khispi	daughter-in-law	u-ʨʰam	u-ʨʰam		
1010	Duhumbi	daughter-in-law	u-ʨʰam	u-ʨʰam		
1011	Khoina	daughter-in-law	a-tɕʰan	a-tɕʰan		
1013	Khoitam	daughter-in-law	a-ʨʰam	a-ʨʰam		
1014	Rahung	daughter-in-law	a-ʨʰam	a-ʨʰam		
1015	Rupa	daughter-in-law	a-ʨʰam	a-ʨʰam		
#
1018	Duhumbi	day after tomorrow	lɔw-la	lɔw-la		
1019	Khoina	day after tomorrow	lə-luː	lə-luː		
